epoch,accuracy,loss,val_accuracy,val_loss
0,0.7694360613822937,0.48900681734085083,0.795116662979126,0.43939822912216187
1,0.775080680847168,0.47008055448532104,0.7970857620239258,0.4320053160190582
2,0.7849477529525757,0.4518956243991852,0.795412003993988,0.4182877540588379
3,0.7944319844245911,0.44019851088523865,0.7883233428001404,0.4229864180088043
4,0.8016955852508545,0.43125230073928833,0.7793639898300171,0.4241183400154114
5,0.8051961064338684,0.4242027699947357,0.7808408141136169,0.42427298426628113
6,0.8062353134155273,0.4191490113735199,0.7847789525985718,0.41462746262550354
7,0.8101077675819397,0.41347113251686096,0.7919661402702332,0.41357937455177307
8,0.8118798732757568,0.40861955285072327,0.781923770904541,0.4332163631916046
9,0.8166384100914001,0.4023439586162567,0.7847789525985718,0.4193275570869446
10,0.8163430690765381,0.40019869804382324,0.7898985743522644,0.4186921715736389
11,0.8186293244361877,0.3964090645313263,0.7892094254493713,0.4297737777233124
12,0.8221517205238342,0.39009901881217957,0.7881264090538025,0.4230124056339264
13,0.8252912759780884,0.38752222061157227,0.7923599481582642,0.4176636338233948
14,0.8252694010734558,0.3842052221298218,0.7891109585762024,0.4230614900588989
15,0.826549232006073,0.38301098346710205,0.7894062995910645,0.42398273944854736
16,0.8290980458259583,0.378296822309494,0.7957074046134949,0.4159252345561981
17,0.8329377174377441,0.37261059880256653,0.7936398386955261,0.42101627588272095
18,0.833987832069397,0.3705146908760071,0.794230580329895,0.41748031973838806
19,0.8346332907676697,0.36784470081329346,0.7964950203895569,0.4115811884403229
20,0.8389760851860046,0.36279210448265076,0.7860589027404785,0.43625062704086304
21,0.8401684761047363,0.358760267496109,0.7852712273597717,0.43351054191589355
22,0.8400371670722961,0.358782023191452,0.7892094254493713,0.4265997111797333
23,0.8441831469535828,0.3522088825702667,0.793049156665802,0.41541191935539246
24,0.8432095646858215,0.35313838720321655,0.7941321134567261,0.42221760749816895
25,0.8460427522659302,0.34819793701171875,0.7864527106285095,0.43296799063682556
26,0.8477602005004883,0.3443792760372162,0.7810376882553101,0.43937981128692627
27,0.8491166830062866,0.34397903084754944,0.7831052541732788,0.4395260512828827
28,0.8508341312408447,0.3394394516944885,0.7796593308448792,0.4388495683670044
29,0.8516873717308044,0.33779481053352356,0.7847789525985718,0.43258967995643616
30,0.8532516360282898,0.33495762944221497,0.780643880367279,0.44069623947143555
31,0.8555817008018494,0.33245429396629333,0.7867480516433716,0.43340712785720825
32,0.8575178980827332,0.3280297815799713,0.7717829942703247,0.4571220576763153
33,0.8571131825447083,0.32823702692985535,0.7817268967628479,0.442545622587204
34,0.8602417707443237,0.32307329773902893,0.7843851447105408,0.4408687353134155
35,0.860088586807251,0.3220515847206116,0.7888156175613403,0.43518853187561035
36,0.8615872859954834,0.31912755966186523,0.779462456703186,0.4452187716960907
37,0.8637750744819641,0.31542956829071045,0.7769026160240173,0.4485999047756195
38,0.8646939992904663,0.3152225613594055,0.7744413018226624,0.45436400175094604
39,0.8654378652572632,0.31146350502967834,0.7697154879570007,0.46105581521987915
40,0.8678334951400757,0.30788707733154297,0.7838928699493408,0.4496038258075714
41,0.8701088428497314,0.3053731918334961,0.7745397090911865,0.4596605896949768
42,0.8713558912277222,0.30356308817863464,0.7649896740913391,0.47418513894081116
43,0.8715090751647949,0.30201342701911926,0.78202223777771,0.4518498182296753
44,0.8720122575759888,0.3005339205265045,0.7823176383972168,0.45192253589630127
45,0.8746704459190369,0.2977113723754883,0.7712907195091248,0.4674753248691559
46,0.8752393126487732,0.2942846715450287,0.7752289175987244,0.46347370743751526
47,0.8745282292366028,0.295719712972641,0.7665649056434631,0.47881782054901123
48,0.8774380683898926,0.2917616367340088,0.768435537815094,0.474174827337265
49,0.8780178427696228,0.2895541787147522,0.7761150002479553,0.46775734424591064
50,0.8790460824966431,0.28760385513305664,0.7747366428375244,0.4652594327926636
51,0.8806104063987732,0.28496110439300537,0.7746381759643555,0.473735511302948
52,0.8808072805404663,0.28370827436447144,0.7767057418823242,0.46842342615127563
53,0.882634162902832,0.28251296281814575,0.7682386636734009,0.481706440448761
54,0.8833014369010925,0.2780894637107849,0.7685340046882629,0.48075756430625916
55,0.8837608695030212,0.2776530981063843,0.7760165333747864,0.4714658558368683
56,0.8833451867103577,0.2769743502140045,0.7747366428375244,0.4782104194164276
57,0.8866597414016724,0.27286356687545776,0.7673525810241699,0.4927910268306732
58,0.8881146311759949,0.27077221870422363,0.7628236413002014,0.49225306510925293
59,0.8886178135871887,0.2693493366241455,0.7644973993301392,0.49613916873931885
60,0.8897117376327515,0.26866641640663147,0.7683371305465698,0.495455801486969
61,0.8900946378707886,0.2665974199771881,0.7710938453674316,0.49278751015663147
62,0.890860378742218,0.2649933993816376,0.7771980166435242,0.48380720615386963
63,0.8916807770729065,0.26222044229507446,0.7747366428375244,0.49108651280403137
64,0.8920855522155762,0.2610125243663788,0.7723737359046936,0.4895559549331665
65,0.8940327167510986,0.2587507963180542,0.7674510478973389,0.5003048181533813
66,0.8936060667037964,0.258352130651474,0.7591808438301086,0.5137020945549011
67,0.895203173160553,0.2570292353630066,0.7600669264793396,0.5113537311553955
68,0.894951581954956,0.25545820593833923,0.7605592012405396,0.5148695707321167
69,0.8962752223014832,0.252821147441864,0.7732598185539246,0.5026907324790955
