epoch,accuracy,loss,val_accuracy,val_loss
0,0.8380790948867798,0.36258721351623535,0.7881264090538025,0.4246576726436615
1,0.8382103443145752,0.3608638644218445,0.7888156175613403,0.42335835099220276
2,0.8398621678352356,0.35953429341316223,0.7880279421806335,0.4296043813228607
3,0.8401356339454651,0.3598398268222809,0.7901939749717712,0.42563357949256897
4,0.8402778506278992,0.35967856645584106,0.794624388217926,0.4166626036167145
5,0.8410654664039612,0.3578193485736847,0.7912769317626953,0.4225059747695923
6,0.8427829146385193,0.3563496768474579,0.7849758863449097,0.43153172731399536
7,0.8408576250076294,0.35691532492637634,0.7875356674194336,0.429121732711792
8,0.8428704142570496,0.3556811809539795,0.7861573100090027,0.43252119421958923
9,0.8442596793174744,0.35285720229148865,0.7886186838150024,0.4273276627063751
10,0.8442815542221069,0.3533530533313751,0.7871418595314026,0.4309758245944977
11,0.8447738289833069,0.3516036570072174,0.7887171506881714,0.425503671169281
12,0.8448394536972046,0.35023412108421326,0.7897017002105713,0.42622435092926025
13,0.8441721796989441,0.3497316241264343,0.7868465185165405,0.42774197459220886
14,0.8464803099632263,0.3483281433582306,0.7886186838150024,0.4282296895980835
15,0.8456926941871643,0.3487425446510315,0.7924584150314331,0.4285789132118225
16,0.8477164506912231,0.3471948504447937,0.7869449853897095,0.43152934312820435
17,0.8471804261207581,0.3473662734031677,0.7919661402702332,0.4260166585445404
18,0.8463162779808044,0.3477901816368103,0.7854681611061096,0.43579044938087463
19,0.8491604328155518,0.34366995096206665,0.7896032333374023,0.4332769811153412
20,0.8498058319091797,0.3429211974143982,0.793442964553833,0.42616745829582214
21,0.8477820754051208,0.3449530601501465,0.7863542437553406,0.43560323119163513
22,0.8503965139389038,0.3405802249908447,0.7890124917030334,0.4279252886772156
23,0.8504512310028076,0.3400772511959076,0.7901939749717712,0.4319002628326416
24,0.8500683903694153,0.34187883138656616,0.7883233428001404,0.43462371826171875
25,0.854072093963623,0.33724433183670044,0.7898985743522644,0.4361913800239563
26,0.8519827127456665,0.33804088830947876,0.7903908491134644,0.4324977397918701
27,0.851413905620575,0.3382095992565155,0.7869449853897095,0.44134020805358887
28,0.8519170880317688,0.33845973014831543,0.7914738655090332,0.43215009570121765
29,0.8532516360282898,0.3351747393608093,0.7879295349121094,0.4353346824645996
30,0.8541595935821533,0.33425888419151306,0.7866495847702026,0.4357164800167084
31,0.8550894260406494,0.3330359160900116,0.7871418595314026,0.4400677978992462
32,0.8552863597869873,0.33218371868133545,0.7840898036956787,0.4397513270378113
33,0.8560958504676819,0.33063098788261414,0.7926552891731262,0.4301610589027405
34,0.8576929569244385,0.3292982876300812,0.7916707396507263,0.43184694647789
35,0.8572225570678711,0.32969462871551514,0.7920646071434021,0.4348573684692383
36,0.8578351736068726,0.32907336950302124,0.7836959958076477,0.44250044226646423
37,0.8587977886199951,0.32712695002555847,0.7852712273597717,0.43934741616249084
38,0.8587649464607239,0.3276037871837616,0.7898985743522644,0.4331645369529724
39,0.8580757975578308,0.3267635107040405,0.7882248759269714,0.43551063537597656
40,0.8598479628562927,0.32425758242607117,0.7814314961433411,0.44371506571769714
41,0.858994722366333,0.3246312439441681,0.7848774194717407,0.44036513566970825
42,0.8595854043960571,0.3233630359172821,0.7830067873001099,0.44355252385139465
43,0.8612918853759766,0.32256102561950684,0.7822191715240479,0.44414493441581726
44,0.8607449531555176,0.3216829001903534,0.7809392809867859,0.4503077566623688
45,0.8591915965080261,0.32300499081611633,0.7886186838150024,0.43587526679039
46,0.8616200685501099,0.3204610049724579,0.7892094254493713,0.4347931444644928
47,0.8631078004837036,0.3190290629863739,0.7855666279792786,0.43936508893966675
48,0.8626702427864075,0.31803834438323975,0.7818253636360168,0.44853559136390686
49,0.8625389933586121,0.31928929686546326,0.7836959958076477,0.4438987672328949
